"","Date","Year","Month","Day_num","Day","DayNight","ParkID","game_result","opponent","home_away","bal_runs","bal_BA","bal_AB","bal_H","bal_doubles","bal_triples","bal_HR","bal_RBI","bal_sac_hits","bal_sac_fly","bal_HBP","bal_BB","bal_IBB","bal_hitters_K","bal_SB","bal_CS","bal_GDP","bal_LOB","bal_num_pitchers","bal_team_ER","bal_WP","bal_balks","bal_assists","bal_errors","bal_pass_balls","bal_double_play","bal_triple_play","opp_runs","opp_BA","opp_AB","opp_H","opp_doubles","opp_triples","opp_HR","opp_RBI","opp_sac_hits","opp_sac_fly","opp_HBP","opp_BB","opp_IBB","opp_hitters_K","opp_SB","opp_CS","opp_GDP","opp_LOB","opp_num_pitchers","opp_team_ER","opp_WP","opp_balks","opp_assists","opp_errors","opp_pass_balls","opp_douple_play","opp_triple_play","city","bird_season","lat","long","range_flag"
"1",20160601,"2016","06","01","Wed","N","BAL12","Win","BOS","Home",13,0.378,37,14,4,0,0,12,0,2,0,9,0,4,0,0,0,11,5,9,1,0,12,1,0,1,0,9,0.375,40,15,2,0,5,9,0,0,0,5,0,6,0,0,1,9,4,12,1,0,8,1,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"2",20160602,"2016","06","02","Thu","N","BAL12","Win","BOS","Home",12,0.314,35,11,0,0,7,12,0,0,1,2,0,4,1,0,0,2,4,7,0,0,8,1,0,0,0,7,0.316,38,12,1,0,1,7,0,0,0,2,0,6,0,1,0,6,4,12,0,0,9,0,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"3",20160603,"2016","06","03","Fri","N","BAL12","Win","NYA","Home",6,0.324,34,11,2,0,1,6,0,0,0,1,0,8,0,0,1,5,4,5,0,0,15,1,0,2,0,5,0.294,34,10,1,0,3,5,0,0,0,2,0,5,0,1,2,4,4,6,0,0,7,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"4",20160604,"2016","06","04","Sat","N","BAL12","Loss","NYA","Home",6,0.229,35,8,1,0,3,6,0,0,0,3,0,9,0,0,0,5,4,8,0,0,13,0,0,1,0,8,0.39,41,16,4,0,0,7,0,1,0,0,0,5,2,0,1,7,4,6,1,0,6,0,1,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"5",20160605,"2016","06","05","Sun","D","BAL12","Win","NYA","Home",3,0.207,29,6,0,0,0,2,0,0,1,7,0,12,0,0,1,10,3,1,1,0,13,1,1,2,0,1,0.278,36,10,2,0,0,1,0,0,0,2,0,8,0,0,2,10,4,2,0,0,8,1,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"6",20160606,"2016","06","06","Mon","N","BAL12","Win","KCA","Home",4,0.241,29,7,1,0,3,4,1,0,1,2,0,11,0,0,1,5,3,0,0,0,10,1,0,1,0,1,0.161,31,5,1,0,0,0,0,0,0,2,0,7,0,0,1,5,3,3,0,0,8,1,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"7",20160607,"2016","06","07","Tue","N","BAL12","Win","KCA","Home",9,0.314,35,11,2,0,4,9,0,0,1,2,0,6,0,0,0,5,3,1,0,0,8,1,0,0,0,1,0.27,37,10,2,0,0,1,0,0,0,4,0,8,1,1,0,13,3,9,0,0,8,0,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"8",20160608,"2016","06","08","Wed","N","BAL12","Win","KCA","Home",4,0.148,27,4,2,0,0,4,0,1,0,4,0,8,1,0,0,4,2,0,0,0,9,0,0,1,0,0,0.257,35,9,1,0,0,0,0,0,0,1,0,12,0,0,0,9,4,4,0,0,11,0,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"9",20160609,"2016","06","09","Thu","N","TOR02","Win","TOR","Away",6,0.314,35,11,4,0,2,6,0,2,1,3,0,5,0,0,0,8,3,5,1,0,8,0,0,1,0,5,0.242,33,8,3,1,0,5,0,1,1,4,0,6,0,0,1,7,6,6,1,0,13,0,0,0,0,"Toronto","Breeding",43.6534817,-79.3839347,"In Range"
"10",20160610,"2016","06","10","Fri","N","TOR02","Loss","TOR","Away",3,0.118,34,4,0,0,2,3,0,0,0,5,0,10,0,0,0,6,3,3,0,0,13,1,0,1,0,4,0.294,34,10,1,0,2,4,2,0,0,3,0,7,1,0,1,8,4,3,0,0,11,0,0,0,0,"Toronto","Breeding",43.6534817,-79.3839347,"In Range"
"11",20160611,"2016","06","11","Sat","D","TOR02","Loss","TOR","Away",6,0.333,36,12,3,0,3,6,0,1,0,2,0,8,0,0,3,6,3,11,0,0,7,0,0,3,0,11,0.433,30,13,2,1,3,11,0,4,1,8,0,3,0,1,2,8,4,6,0,0,12,2,1,3,0,"Toronto","Breeding",43.6534817,-79.3839347,"In Range"
"12",20160612,"2016","06","12","Sun","D","TOR02","Loss","TOR","Away",9,0.342,38,13,1,0,5,9,0,1,0,5,0,15,1,0,1,8,6,10,0,0,8,1,0,0,0,10,0.368,38,14,7,0,2,9,0,0,0,5,1,10,1,0,0,9,4,9,0,0,6,0,0,1,0,"Toronto","Breeding",43.6534817,-79.3839347,"In Range"
"13",20160614,"2016","06","14","Tue","N","BOS07","Win","BOS","Away",3,0.156,32,5,0,0,2,3,0,0,0,0,0,13,0,0,0,2,3,2,0,0,7,0,0,1,0,2,0.212,33,7,3,0,1,2,0,0,0,3,0,11,0,0,1,7,2,3,0,0,10,0,0,0,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"14",20160615,"2016","06","15","Wed","N","BOS07","Loss","BOS","Away",4,0.229,35,8,1,0,1,4,0,0,2,1,0,5,0,1,0,7,4,6,1,0,12,0,0,2,0,6,0.371,35,13,1,0,1,6,0,0,0,4,0,4,0,0,2,9,3,4,0,0,11,1,1,0,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"15",20160616,"2016","06","16","Thu","N","BOS07","Win","BOS","Away",5,0.297,37,11,4,0,1,5,0,0,0,3,0,10,1,0,0,8,2,1,1,0,8,0,0,0,0,1,0.129,31,4,1,0,1,1,0,0,0,1,0,6,0,0,0,4,3,5,0,0,6,0,0,1,0,"Boston","Breeding",42.3554334,-71.060511,"In Range"
"16",20160617,"2016","06","17","Fri","N","BAL12","Loss","TOR","Home",3,0.206,34,7,1,0,1,3,0,0,0,2,0,10,0,0,0,6,4,13,0,0,11,0,0,2,0,13,0.342,38,13,1,1,5,13,0,0,1,4,0,8,0,0,2,3,4,2,0,0,11,1,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"17",20160618,"2016","06","18","Sat","D","BAL12","Win","TOR","Home",4,0.29,31,9,3,0,1,2,0,0,0,3,0,4,0,0,1,6,4,2,0,0,13,1,0,2,0,2,0.226,31,7,2,0,1,2,1,0,0,6,0,9,0,0,2,9,3,3,0,0,10,0,1,2,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"18",20160619,"2016","06","19","Sun","D","BAL12","Win","TOR","Home",11,0.463,41,19,5,0,2,11,0,0,0,1,1,8,0,0,1,7,4,5,0,0,14,1,0,0,0,6,0.2,35,7,4,0,2,5,0,0,0,1,0,8,0,0,0,3,6,11,2,0,9,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"19",20160620,"2016","06","20","Mon","N","ARL02","Loss","TEX","Away",3,0.385,39,15,2,0,0,3,0,0,1,2,0,7,0,1,2,12,2,4,2,0,4,0,0,1,0,4,0.29,31,9,0,0,1,4,0,1,1,1,0,8,1,0,1,6,4,3,0,0,8,0,0,2,0,"Dallas","Breeding",32.7762719,-96.7968559,"In Range"
"20",20160621,"2016","06","21","Tue","N","BAL12","Loss","SDN","Home",7,0.263,38,10,2,0,2,7,0,0,0,5,0,14,0,0,0,9,5,7,1,0,13,2,0,1,0,10,0.366,41,15,3,0,1,8,1,0,2,5,0,7,2,0,1,12,5,7,2,0,7,1,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"21",20160622,"2016","06","22","Wed","N","BAL12","Win","SDN","Home",7,0.333,33,11,2,0,2,7,0,1,1,1,0,4,0,0,2,5,3,2,0,0,6,0,0,0,0,2,0.156,32,5,0,0,0,2,0,0,0,5,0,11,2,0,0,8,4,6,0,0,10,1,0,2,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"22",20160624,"2016","06","24","Fri","N","BAL12","Win","TBA","Home",6,0.25,32,8,1,0,2,5,0,0,0,1,0,7,0,0,0,3,5,3,0,0,11,0,0,2,0,3,0.281,32,9,3,0,1,3,0,0,0,3,0,6,0,1,1,5,2,6,0,0,7,1,1,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"23",20160625,"2016","06","25","Sat","D","BAL12","Win","TBA","Home",5,0.324,34,11,2,0,0,5,0,0,0,5,1,10,0,0,1,10,2,0,0,0,11,1,0,1,0,0,0.129,31,4,0,0,0,0,0,0,0,2,0,8,0,0,1,6,3,5,0,0,8,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"24",20160625,"2016","06","25","Sat","N","BAL12","Win","TBA","Home",8,0.4,35,14,3,0,4,8,0,0,0,1,0,2,0,0,3,4,4,6,0,0,12,0,0,3,0,6,0.389,36,14,5,0,1,6,1,1,0,5,1,5,1,0,3,10,4,8,0,0,11,1,0,3,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"25",20160626,"2016","06","26","Sun","D","BAL12","Win","TBA","Home",12,0.447,38,17,4,0,3,11,1,0,0,3,0,9,0,0,2,6,3,5,0,0,8,0,0,2,0,5,0.324,37,12,2,1,2,5,0,0,1,2,0,6,0,0,2,8,3,12,2,0,9,0,0,2,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"26",20160628,"2016","06","28","Tue","N","SAN02","Win","SDN","Away",11,0.405,42,17,4,0,3,11,0,1,0,3,0,7,0,0,1,8,4,7,0,0,12,1,0,0,0,7,0.235,34,8,3,0,2,7,0,0,1,6,0,9,2,0,0,7,4,11,2,0,12,1,0,2,0,"San Diego","Breeding",32.7174202,-117.1627728,"Out of Range"
"27",20160629,"2016","06","29","Wed","D","SAN02","Win","SDN","Away",12,0.3,40,12,4,0,1,10,0,0,0,5,2,10,0,0,0,6,5,6,1,0,6,0,0,1,0,6,0.235,34,8,4,0,1,6,0,0,0,5,0,8,0,0,1,6,5,10,1,0,7,1,0,0,0,"San Diego","Breeding",32.7174202,-117.1627728,"Out of Range"
"28",20160630,"2016","06","30","Thu","N","SEA03","Loss","SEA","Away",3,0.235,34,8,0,0,1,3,0,0,0,1,0,11,0,0,0,5,3,4,1,0,6,1,0,0,0,5,0.281,32,9,2,0,1,5,1,0,1,4,2,7,0,0,0,9,4,3,0,0,7,0,0,0,0,"Seattle","Breeding",47.6038321,-122.330062,"Out of Range"
"29",20160701,"2016","07","01","Fri","N","SEA03","Loss","SEA","Away",2,0.152,33,5,1,0,1,2,0,0,0,1,0,11,0,0,0,5,3,5,0,0,4,0,0,0,0,5,0.294,34,10,2,0,3,5,0,0,0,2,0,10,0,0,0,7,4,2,0,0,9,1,0,0,0,"Seattle","Breeding",47.6038321,-122.330062,"Out of Range"
"30",20160702,"2016","07","02","Sat","N","SEA03","Loss","SEA","Away",6,0.316,38,12,2,0,1,6,0,0,0,2,0,4,0,0,1,7,4,12,0,0,9,0,0,0,0,12,0.41,39,16,4,0,5,12,0,0,0,7,0,5,1,0,0,10,3,5,0,0,11,1,0,1,0,"Seattle","Breeding",47.6038321,-122.330062,"Out of Range"
"31",20160703,"2016","07","03","Sun","D","SEA03","Loss","SEA","Away",4,0.308,39,12,3,0,1,4,0,0,0,1,0,6,0,0,0,9,4,9,0,1,7,1,0,0,0,9,0.286,35,10,5,0,1,8,0,0,0,3,0,8,0,0,0,5,4,4,1,0,8,1,0,0,0,"Seattle","Breeding",47.6038321,-122.330062,"Out of Range"
"32",20160704,"2016","07","04","Mon","N","LOS03","Loss","LAN","Away",5,0.235,34,8,2,0,0,5,1,0,0,2,0,8,0,0,0,5,4,7,2,1,11,0,0,0,0,7,0.29,31,9,1,1,2,7,0,1,0,6,0,7,0,0,0,7,6,5,0,0,5,0,0,0,0,"Los Angeles","Breeding",34.0536909,-118.242766,"Out of Range"
"33",20160705,"2016","07","05","Tue","N","LOS03","Win","LAN","Away",4,0.265,34,9,2,0,1,4,1,0,1,3,1,11,0,0,1,8,3,1,0,0,11,0,0,0,0,1,0.194,31,6,1,0,0,1,1,0,0,2,0,7,0,1,0,6,5,4,2,0,8,1,1,1,0,"Los Angeles","Breeding",34.0536909,-118.242766,"Out of Range"
"34",20160706,"2016","07","06","Wed","D","LOS03","Win","LAN","Away",6,0.245,53,13,3,0,2,5,0,0,1,7,1,18,0,0,1,13,7,4,1,0,18,0,0,3,0,4,0.291,55,16,6,0,1,4,0,0,0,7,3,18,0,0,3,16,9,6,1,0,11,0,0,1,0,"Los Angeles","Breeding",34.0536909,-118.242766,"Out of Range"
"35",20160708,"2016","07","08","Fri","N","BAL12","Loss","ANA","Home",5,0.243,37,9,0,0,3,5,0,0,1,4,0,7,0,0,0,10,4,7,1,0,9,2,0,2,0,9,0.286,35,10,0,0,0,9,0,2,3,4,0,3,0,0,2,8,4,5,0,0,8,2,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"36",20160709,"2016","07","09","Sat","D","BAL12","Win","ANA","Home",3,0.323,31,10,1,0,1,2,1,0,0,2,0,9,0,1,1,7,4,2,2,0,16,0,0,2,0,2,0.258,31,8,0,0,0,2,0,0,0,5,0,4,0,2,1,7,4,3,1,1,7,0,0,2,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"37",20160710,"2016","07","10","Sun","D","BAL12","Win","ANA","Home",4,0.364,33,12,2,0,2,4,1,0,0,5,0,7,0,0,1,11,3,1,0,0,6,1,0,1,0,2,0.167,30,5,2,0,0,2,0,1,0,6,0,6,0,0,1,8,5,4,1,0,11,1,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"38",20160715,"2016","07","15","Fri","N","STP01","Win","TBA","Away",4,0.206,34,7,2,0,2,4,0,0,0,1,0,6,0,0,0,4,5,3,1,0,8,0,0,1,0,3,0.265,34,9,1,1,0,3,0,0,0,7,1,7,0,0,0,11,3,4,0,0,5,0,0,0,0,"Tampa","Breeding",27.9477595,-82.458444,"Out of Range"
"39",20160716,"2016","07","16","Sat","N","STP01","Win","TBA","Away",2,0.212,33,7,1,0,1,2,0,0,0,2,1,2,0,0,1,6,3,1,0,0,8,0,0,0,0,1,0.133,30,4,1,1,0,1,0,0,0,3,0,6,0,1,0,5,4,2,0,0,10,0,0,1,0,"Tampa","Breeding",27.9477595,-82.458444,"Out of Range"
"40",20160717,"2016","07","17","Sun","D","STP01","Loss","TBA","Away",2,0.235,34,8,2,0,1,2,0,1,0,1,0,14,0,0,0,7,4,5,0,0,6,0,0,1,0,5,0.207,29,6,0,0,4,5,0,0,0,4,0,5,0,0,1,4,3,2,1,0,4,0,0,0,0,"Tampa","Breeding",27.9477595,-82.458444,"Out of Range"
"41",20160718,"2016","07","18","Mon","N","NYC21","Loss","NYA","Away",1,0.167,30,5,0,0,1,1,0,0,1,5,0,6,1,0,1,8,3,2,0,0,7,0,0,0,0,2,0.241,29,7,2,0,1,2,0,1,0,2,0,6,0,1,0,6,4,1,0,0,12,1,0,1,0,"Buffalo","Breeding",42.8867166,-78.8783922,"In Range"
"42",20160719,"2016","07","19","Tue","N","NYC21","Loss","NYA","Away",1,0.133,30,4,1,0,0,1,0,0,0,2,0,6,0,0,1,4,4,7,0,0,13,1,0,2,0,7,0.259,27,7,1,0,2,7,1,0,0,7,1,5,2,0,2,5,3,1,0,0,7,0,0,1,0,"Buffalo","Breeding",42.8867166,-78.8783922,"In Range"
"43",20160720,"2016","07","20","Wed","N","NYC21","Loss","NYA","Away",0,0.156,32,5,1,0,0,0,0,0,0,2,0,11,0,0,0,7,3,5,0,0,9,0,0,1,0,5,0.222,27,6,0,2,2,5,0,2,0,4,0,6,0,0,1,4,4,0,0,0,7,1,0,0,0,"Buffalo","Breeding",42.8867166,-78.8783922,"In Range"
"44",20160721,"2016","07","21","Thu","D","NYC21","Win","NYA","Away",4,0.25,36,9,1,0,0,4,1,0,0,1,0,3,0,0,0,7,3,1,0,0,11,0,0,2,0,1,0.167,30,5,1,0,0,1,0,0,0,2,0,8,0,0,2,4,2,4,0,1,16,1,0,0,0,"Buffalo","Breeding",42.8867166,-78.8783922,"In Range"
"45",20160722,"2016","07","22","Fri","N","BAL12","Win","CLE","Home",5,0.333,30,10,0,0,2,5,1,1,0,4,0,6,0,0,2,7,3,0,1,0,9,0,1,2,0,1,0.235,34,8,2,0,0,0,0,0,1,1,0,9,0,0,2,8,5,5,0,0,8,0,0,2,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"46",20160723,"2016","07","23","Sat","N","BAL12","Win","CLE","Home",5,0.303,33,10,0,0,2,5,0,0,0,0,0,9,0,0,1,4,4,2,0,0,10,0,0,3,0,2,0.226,31,7,2,0,0,2,0,0,0,3,0,9,0,0,3,5,3,5,0,0,10,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"47",20160724,"2016","07","24","Sun","D","BAL12","Win","CLE","Home",5,0.219,32,7,1,0,2,5,1,0,0,3,0,11,0,0,0,5,3,2,0,0,11,1,0,1,0,3,0.219,32,7,2,0,0,3,0,1,0,3,0,6,0,0,1,6,3,3,0,0,7,0,0,0,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"48",20160725,"2016","07","25","Mon","N","BAL12","Win","COL","Home",3,0.171,35,6,2,0,0,2,0,0,1,3,0,4,0,0,2,8,4,2,2,0,7,0,0,2,0,2,0.182,33,6,0,0,1,2,0,0,1,2,0,11,0,2,1,4,5,1,0,0,10,3,0,2,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"49",20160726,"2016","07","26","Tue","N","BAL12","Loss","COL","Home",3,0.161,31,5,1,0,1,2,0,0,0,4,0,6,0,0,1,5,2,6,1,0,9,0,0,1,0,6,0.257,35,9,2,0,0,5,0,0,0,0,0,7,0,0,1,2,5,3,1,0,12,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"50",20160727,"2016","07","27","Wed","N","BAL12","Loss","COL","Home",1,0.194,31,6,1,0,1,1,0,0,1,2,0,6,0,0,1,6,4,3,1,0,6,0,0,0,0,3,0.156,32,5,0,0,2,3,0,0,0,3,0,11,1,0,0,5,4,1,0,0,7,0,0,1,0,"Baltimore","Breeding",39.2908816,-76.610759,"In Range"
"51",20160728,"2016","07","28","Thu","N","MIN04","Loss","MIN","Away",2,0.314,35,11,2,0,1,2,0,0,0,1,0,7,0,0,2,7,3,6,0,0,6,0,0,2,0,6,0.353,34,12,3,2,1,6,0,0,0,5,1,10,1,0,2,9,4,2,1,0,16,0,0,2,0,"Minneapolis","Breeding",44.9772995,-93.2654692,"In Range"
"52",20160729,"2016","07","29","Fri","N","TOR02","Loss","TOR","Away",5,0.206,34,7,3,0,1,4,0,0,0,3,0,9,0,0,1,5,3,6,2,0,9,1,0,0,0,6,0.233,30,7,1,0,3,6,1,0,0,4,0,7,0,0,0,5,4,4,0,0,13,2,0,1,0,"Toronto","Breeding",43.6534817,-79.3839347,"In Range"
"53",20160730,"2016","07","30","Sat","D","TOR02","Loss","TOR","Away",1,0.161,31,5,0,0,1,1,0,0,0,3,0,13,0,0,1,6,4,9,0,0,7,0,0,1,0,9,0.303,33,10,5,0,1,9,0,0,0,7,1,11,0,0,1,7,4,1,0,0,8,0,0,1,0,"Toronto","Breeding",43.6534817,-79.3839347,"In Range"
